"","id","SR_Pcode","State_Region","Tsp_Pcode","Township","Type","Facility","Date","Admitted_Total"
"816","Q006005001","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","ကလွင်ကျေးရွာအုပ်စု၊ အေးရိပ်ချောင်ဘုန်းကြီးကျောင်း","04/07/20",52
"817","Q006005001","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","ကလွင်ကျေးရွာအုပ်စု၊ အေးရိပ်ချောင်ဘုန်းကြီးကျောင်း","04/08/20",52
"818","Q006005001","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","ကလွင်ကျေးရွာအုပ်စု၊ အေးရိပ်ချောင်ဘုန်းကြီးကျောင်း","04/10/20",52
"819","Q006005001","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","ကလွင်ကျေးရွာအုပ်စု၊ အေးရိပ်ချောင်ဘုန်းကြီးကျောင်း","04/11/20",5
"820","Q006005004","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","စာကြည့်တိုက်","04/07/20",1
"821","Q006005004","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","စာကြည့်တိုက်","04/08/20",1
"822","Q006005004","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","စာကြည့်တိုက်","04/06/20",1
"823","Q006005003","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","သီးသန့်လုံးချင်းအိမ်","04/10/20",1
"824","Q006005003","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","သီးသန့်လုံးချင်းအိမ်","04/06/20",7
"825","Q006005003","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","သီးသန့်လုံးချင်းအိမ်","04/07/20",3
"826","Q006005003","MMR006","Tanintharyi","MMR006005","Myeik","ကွာရန်တင်းစခန်း","သီးသန့်လုံးချင်းအိမ်","04/08/20",2
"827","Q006006015","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ကံမော်နယ်မြေ မီးသတ်စခန်း","04/10/20",2
"828","Q006006015","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ကံမော်နယ်မြေ မီးသတ်စခန်း","04/06/20",2
"829","Q006006015","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ကံမော်နယ်မြေ မီးသတ်စခန်း","04/07/20",2
"830","Q006006015","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ကံမော်နယ်မြေ မီးသတ်စခန်း","04/08/20",2
"831","Q006006015","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ကံမော်နယ်မြေ မီးသတ်စခန်း","04/11/20",2
"832","Q006006015","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ကံမော်နယ်မြေ မီးသတ်စခန်း","04/12/20",2
"833","Q006006011","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ကုန်းဘောင်ဘုန်းကြီးကျောင်း","04/06/20",2
"834","Q006006011","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ကုန်းဘောင်ဘုန်းကြီးကျောင်း","04/08/20",2
"835","Q006006011","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ကုန်းဘောင်ဘုန်းကြီးကျောင်း","04/07/20",2
"836","Q006006017","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","စန္ဒဝတ်အရှေ့ဘုန်းကြီးကျောင်း","04/08/20",2
"837","Q006006017","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","စန္ဒဝတ်အရှေ့ဘုန်းကြီးကျောင်း","04/07/20",2
"838","Q006006017","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","စန္ဒဝတ်အရှေ့ဘုန်းကြီးကျောင်း","04/10/20",2
"839","Q006006019","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ဒဝဲဘုန်းကြီးကျောင်း","04/07/20",3
"840","Q006006008","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ဓမ္မဂုဏ်ရည်ဘုန်းကြီးကျောင်း","04/11/20",1
"841","Q006006008","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ဓမ္မဂုဏ်ရည်ဘုန်းကြီးကျောင်း","04/12/20",1
"842","Q006006008","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ဓမ္မဂုဏ်ရည်ဘုန်းကြီးကျောင်း","04/06/20",1
"843","Q006006008","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ဓမ္မဂုဏ်ရည်ဘုန်းကြီးကျောင်း","04/10/20",1
"844","Q006006008","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ဓမ္မဂုဏ်ရည်ဘုန်းကြီးကျောင်း","04/07/20",1
"845","Q006006008","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ဓမ္မဂုဏ်ရည်ဘုန်းကြီးကျောင်း","04/08/20",1
"846","Q006006013","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ဓမ္မရောင်စဉ်ဘုန်းကြီးကျောင်း","04/12/20",1
"847","Q006006013","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ဓမ္မရောင်စဉ်ဘုန်းကြီးကျောင်း","04/07/20",1
"848","Q006006013","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ဓမ္မရောင်စဉ်ဘုန်းကြီးကျောင်း","04/06/20",1
"849","Q006006013","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ဓမ္မရောင်စဉ်ဘုန်းကြီးကျောင်း","04/11/20",1
"850","Q006006013","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ဓမ္မရောင်စဉ်ဘုန်းကြီးကျောင်း","04/08/20",1
"851","Q006006013","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ဓမ္မရောင်စဉ်ဘုန်းကြီးကျောင်း","04/10/20",1
"852","Q006006016","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ပဂုတောင် ဘုန်းကြီးကျောင်း","04/08/20",2
"853","Q006006016","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ပဂုတောင် ဘုန်းကြီးကျောင်း","04/07/20",2
"854","Q006006010","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ပညာသိဒ္ဓိဘုန်းကြီးကျောင်း","04/11/20",1
"855","Q006006010","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ပညာသိဒ္ဓိဘုန်းကြီးကျောင်း","04/07/20",1
"856","Q006006010","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ပညာသိဒ္ဓိဘုန်းကြီးကျောင်း","04/06/20",1
"857","Q006006010","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ပညာသိဒ္ဓိဘုန်းကြီးကျောင်း","04/10/20",1
"858","Q006006010","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ပညာသိဒ္ဓိဘုန်းကြီးကျောင်း","04/08/20",1
"859","Q006006012","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","မြတ်ရူပါရုံဘုန်းကြီးကျောင်း","04/06/20",1
"860","Q006006012","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","မြတ်ရူပါရုံဘုန်းကြီးကျောင်း","04/12/20",1
"861","Q006006012","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","မြတ်ရူပါရုံဘုန်းကြီးကျောင်း","04/07/20",1
"862","Q006006012","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","မြတ်ရူပါရုံဘုန်းကြီးကျောင်း","04/11/20",1
"863","Q006006012","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","မြတ်ရူပါရုံဘုန်းကြီးကျောင်း","04/08/20",1
"864","Q006006012","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","မြတ်ရူပါရုံဘုန်းကြီးကျောင်း","04/10/20",1
"865","Q006006020","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ရေကန်အော် ဘုန်းကြီးကျောင်း","04/10/20",2
"866","Q006006020","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ရေကန်အော် ဘုန်းကြီးကျောင်း","04/08/20",2
"867","Q006006009","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ဝေနေယျသုခဘုန်းကြီးကျောင်း","04/12/20",5
"868","Q006006009","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ဝေနေယျသုခဘုန်းကြီးကျောင်း","04/07/20",1
"869","Q006006009","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ဝေနေယျသုခဘုန်းကြီးကျောင်း","04/11/20",5
"870","Q006006009","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ဝေနေယျသုခဘုန်းကြီးကျောင်း","04/10/20",5
"871","Q006006009","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ဝေနေယျသုခဘုန်းကြီးကျောင်း","04/06/20",1
"872","Q006006009","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","ဝေနေယျသုခဘုန်းကြီးကျောင်း","04/08/20",1
"873","Q006006018","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","သစ်ယာဝဘုန်းကြီးကျောင်း","04/07/20",5
"874","Q006006018","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","သစ်ယာဝဘုန်းကြီးကျောင်း","04/08/20",5
"875","Q006006014","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","သံသရာအေး ဘုန်းကြီးကျောင်း","04/08/20",1
"876","Q006006014","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","သံသရာအေး ဘုန်းကြီးကျောင်း","04/06/20",1
"877","Q006006014","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","သံသရာအေး ဘုန်းကြီးကျောင်း","04/07/20",1
"878","Q006006021","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","သံသရာအေးဘုန်းကြီးကျောင်း","04/12/20",10
"879","Q006006007","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","အေးမြသာယာဘုန်းကြီးကျောင်း","04/07/20",1
"880","Q006006007","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","အေးမြသာယာဘုန်းကြီးကျောင်း","04/08/20",1
"881","Q006006007","MMR006","Tanintharyi","MMR006006","Kyunsu","ကွာရန်တင်းစခန်း","အေးမြသာယာဘုန်းကြီးကျောင်း","04/06/20",1
"882","Q006006002","MMR006","Tanintharyi","MMR006006","Myeik","ကွာရန်တင်းစခန်း","စန္ဒဝတ်အရှေ့ဘုန်းကြီးကျောင်း","04/06/20",2
"883","Q006006006","MMR006","Tanintharyi","MMR006006","Myeik","ကွာရန်တင်းစခန်း","တောင်ပုလဲဓမ္မာရုံ","04/06/20",1
"884","Q006006004","MMR006","Tanintharyi","MMR006006","Myeik","ကွာရန်တင်းစခန်း","ဒဝဲဘုန်းကြီးကျောင်း","04/06/20",3
"885","Q006006001","MMR006","Tanintharyi","MMR006006","Myeik","ကွာရန်တင်းစခန်း","ပဂုတောင် ဘုန်းကြီးကျောင်း","04/06/20",2
"886","Q006006005","MMR006","Tanintharyi","MMR006006","Myeik","ကွာရန်တင်းစခန်း","ရှမ်းတောင်ဓမ္မာရုံ","04/06/20",1
"887","Q006006003","MMR006","Tanintharyi","MMR006006","Myeik","ကွာရန်တင်းစခန်း","သစ်ယာဝဘုန်းကြီးကျောင်း","04/06/20",5
"888","Q006007001","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","ကဒဲ-ကဗျာကက်သရက်ဘုန်းကြီးကျောင်း","04/06/20",2
"889","Q006007001","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","ကဒဲ-ကဗျာကက်သရက်ဘုန်းကြီးကျောင်း","04/07/20",2
"890","Q006007002","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","ကျောက္ကာကျေးရွာအုပ်စု၊ ကျောက္ကာဘုန်းကြီးကျောင်း","04/06/20",11
"891","Q006007002","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","ကျောက္ကာကျေးရွာအုပ်စု၊ ကျောက္ကာဘုန်းကြီးကျောင်း","04/07/20",11
"892","Q006007004","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","ကျောင်းနိမ့်ဘုန်းကြီးကျောင်း","04/07/20",1
"893","Q006007004","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","ကျောင်းနိမ့်ဘုန်းကြီးကျောင်း","04/06/20",1
"894","Q006007006","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","ပလအမှတ် (၂) ရပ်ကွက်၊ ကက်သရက်ဘုန်းကြီးကျောင်း","04/07/20",1
"895","Q006007006","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","ပလအမှတ် (၂) ရပ်ကွက်၊ ကက်သရက်ဘုန်းကြီးကျောင်း","04/06/20",1
"896","Q006007003","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","လက္ကူးကျေးရွာအုပ်စု၊ လက္ကူးကျေးရွာဘုန်းကြီးကျောင်း","04/11/20",2
"897","Q006007003","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","လက္ကူးကျေးရွာအုပ်စု၊ လက္ကူးကျေးရွာဘုန်းကြီးကျောင်း","04/08/20",5
"898","Q006007003","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","လက္ကူးကျေးရွာအုပ်စု၊ လက္ကူးကျေးရွာဘုန်းကြီးကျောင်း","04/06/20",3
"899","Q006007003","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","လက္ကူးကျေးရွာအုပ်စု၊ လက္ကူးကျေးရွာဘုန်းကြီးကျောင်း","04/12/20",2
"900","Q006007003","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","လက္ကူးကျေးရွာအုပ်စု၊ လက္ကူးကျေးရွာဘုန်းကြီးကျောင်း","04/10/20",2
"901","Q006007003","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","လက္ကူးကျေးရွာအုပ်စု၊ လက္ကူးကျေးရွာဘုန်းကြီးကျောင်း","04/07/20",3
"902","Q006007005","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","အလယ်ပိုင်းဘုန်းကြီးကျောင်း","04/11/20",3
"903","Q006007005","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","အလယ်ပိုင်းဘုန်းကြီးကျောင်း","04/07/20",1
"904","Q006007005","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","အလယ်ပိုင်းဘုန်းကြီးကျောင်း","04/06/20",1
"905","Q006007005","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","အလယ်ပိုင်းဘုန်းကြီးကျောင်း","04/08/20",3
"906","Q006007005","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","အလယ်ပိုင်းဘုန်းကြီးကျောင်း","04/12/20",2
"907","Q006007005","MMR006","Tanintharyi","MMR006007","Palaw","ကွာရန်တင်းစခန်း","အလယ်ပိုင်းဘုန်းကြီးကျောင်း","04/10/20",3
"908","Q006009001","MMR006","Tanintharyi","MMR006009","Kawthoung","ကွာရန်တင်းစခန်း","ပုလုံးတုံတုံးကျောရွာ Shelter","04/06/20",92
"909","Q006009001","MMR006","Tanintharyi","MMR006009","Kawthoung","ကွာရန်တင်းစခန်း","ပုလုံးတုံတုံးကျောရွာ Shelter","04/07/20",97
"910","Q006009001","MMR006","Tanintharyi","MMR006009","Kawthoung","ကွာရန်တင်းစခန်း","ပုလုံးတုံတုံးကျောရွာ Shelter","04/10/20",42
"911","Q006009001","MMR006","Tanintharyi","MMR006009","Kawthoung","ကွာရန်တင်းစခန်း","ပုလုံးတုံတုံးကျောရွာ Shelter","04/08/20",50
"912","Q006009001","MMR006","Tanintharyi","MMR006009","Kawthoung","ကွာရန်တင်းစခန်း","ပုလုံးတုံတုံးကျောရွာ Shelter","04/12/20",39
"913","Q006009001","MMR006","Tanintharyi","MMR006009","Kawthoung","ကွာရန်တင်းစခန်း","ပုလုံးတုံတုံးကျောရွာ Shelter","04/11/20",46
"914","Q013023001","MMR014","Yangon","MMR013023","Mingalartaungnyunt","ကွာရန်တင်းစခန်း","ဘာသာရေးအဆောက်အဦး","04/02/20",1
"915","Q013024001","MMR015","Yangon","MMR013024","Mingalartaungnyunt","ကွာရန်တင်းစခန်း","အခြားနေရာများ","04/02/20",7
"916","Q013029003","MMR013","Yangon","MMR013029","Kungyangon","ကွာရန်တင်းစခန်း","အမက(ခလောက်တရာ)","04/02/20",2
"917","Q013029008","MMR013","Yangon","MMR013029","Kungyangon","ကွာရန်တင်းစခန်း","အမက(စံပြသာယာ)","04/02/20",4
"918","Q013029009","MMR013","Yangon","MMR013029","Kungyangon","ကွာရန်တင်းစခန်း","အမက(တောင်ကုန်း)","04/02/20",1
"919","Q013029006","MMR013","Yangon","MMR013029","Kungyangon","ကွာရန်တင်းစခန်း","အမက(တော်ကူးအရှေ့)","04/02/20",3
"920","Q013029004","MMR013","Yangon","MMR013029","Kungyangon","ကွာရန်တင်းစခန်း","အမက(ပြည်တော်သာ)","04/02/20",3
"921","Q013029005","MMR013","Yangon","MMR013029","Kungyangon","ကွာရန်တင်းစခန်း","အမက(ဘန့်ဘွေးငူ)","04/02/20",7
"922","Q013029011","MMR013","Yangon","MMR013029","Kungyangon","ကွာရန်တင်းစခန်း","အမက(မူလွန်)ကန်လျားရှည်","04/02/20",3
"923","Q013029001","MMR013","Yangon","MMR013029","Kungyangon","ကွာရန်တင်းစခန်း","အမက(မူလွန်)ရေတိမ်","04/02/20",1
"924","Q013029010","MMR013","Yangon","MMR013029","Kungyangon","ကွာရန်တင်းစခန်း","အမက(သီရိမင်္ဂလာ)","04/02/20",4
"925","Q013029002","MMR013","Yangon","MMR013029","Kungyangon","ကွာရန်တင်းစခန်း","အမက(သောင်ခုန်)","04/02/20",1
"926","Q013029007","MMR013","Yangon","MMR013029","Kungyangon","ကွာရန်တင်းစခန်း","အမကမူကြို(မဲဇလီဝ)","04/02/20",1
"927","Q013040001","MMR013","Yangon","MMR013040","Hlaing","ကွာရန်တင်းစခန်း","ကေတုမတီဆောင်","04/01/20",2
"928","Q013040002","MMR013","Yangon","MMR013040","Hlaing","ကွာရန်တင်းစခန်း","စစ်ပတ်တည်းခိုစခန်း (စစ်ကြောရေး)","04/01/20",68
